ACC_Weekend,Weekend
overlays::stopOverlay::shipmentsList::title,"Associated Shipments"
overlays::stopOverlay::stopDetails::checkStopNote,"Checkstop: "
overlays::stopOverlay::stopDetails::checkstopNote,"Checkstop: "
overlays::stopOverlay::stopDetails::notesTitle,"$t(commun:note, {""count"": 0}): "
overlays::undoSameDay::description,"Select which shipments you'd like to undo as a same day delivery."
overlays::undoSameDay::dismissButton,Dismiss
overlays::undoSameDay::error,"An error occurred when undoing same day delivery. Please try again."
overlays::undoSameDay::helpText,"This will remove automatically generated delivery stops."
overlays::undoSameDay::noValidPickups,"No Valid Pickups Found"
overlays::undoSameDay::noValidPickupsFound,"No Valid Pickups Found"
overlays::undoSameDay::title,"Undo Same Day Delivery"
overlays::undoSameDay::undoDelivery,"Undo $t(common:delivery, {""count"": %1$s })"
overlays::undoSameDay::undoingDelivery,"Undoing $t(common:delivery, {""count"": %1$s })"
overlays::undoSameDay::unexpectedError,"An error occurred. Please try again."
overlays::undoSameDay::unknownConsignee,"Unknown Consignee"
pageNotFound::linkMessage,"Click here to go to the home page"
pageNotFound::sorryMessage,"Sorry, the requested page could not be found"
password,Password
pdca_header_call_ahead_other,"Additional Shipment Phone Details"
pdca_header_call_ahead_phone_numbers,"Call Ahead Phone Numbers"
pdca_shipment_identifier_format_default,#%1$s
pdca_shipment_identifier_format_pickup,REF#%1$s
pdca_shipment_no_phone_number,"Not Available"
pdca_tag_name_call_ahead,"Call Ahead"
pdca_tag_name_format,"%1$d mins"
performanceMap,"Switch To Performance Map"
permission_explanation_device_state,"
        The read phone state permission lets us associate this device with your account.
    "
permission_explanation_location,"
        The location permission lets us show your position on the map.
    "
permission_explanation_permanent_denied,"
        On the following page, please select Permissions and grant us all permissions.
        Otherwise, the Maven Co-Pilot™ headset will not be able to function
    "
phone,"(412) 499–3877 "
post_event_env,production
pounds_definition,pounds
pounds_short_definition,lb
preferencesActivityLoadingText,"Checking for updates…"
privacy_statement,"We take privacy very seriously. This will be your personal account and this information will not be shared with anyone, including your fleet."
reenter,"Re-enter password"
relay_details,"Relay Details"
requestedBy::contactName,"Contact Name"
requestedBy::contactPhone,"Contact Phone"
requestedBy::puSource,"PU Source"
requestedBy::requestedBy,"PU Requested By"
requestedBy::title,"Requested By"
required,Required
reset_password,"Reset Password"
reset_password_instructions,"Please fill out the form below to reset your password."
reset_password_title,"Reset Your Password"
routeDetails::driver,Driver
routeDetails::driverNotes,"Driver Notes"
routeDetails::manifestNumber,"Manifest Number"
routeDetails::powerUnit,"Power Unit"
routeDetails::routeStatus,"Route Status"
routeDetails::title,"Route Details"
routeDetails::trailerNum,"Trailer Number"
routeStatus::aborted,Aborted
routeStatus::atStop,"At Stop"
routeStatus::atTerminalArrived,"At Terminal Arrived"
routeStatus::atTerminalDeparting,"At Terminal Departing"
routeStatus::availableCap,AVAILABLE
routeStatus::closed,Closed
routeStatus::closedCap,CLOSED
routeStatus::completed,Completed
routeStatus::completedCap,COMPLETED
routeStatus::driving,Driving
routeStatus::inProgress,"In Progress"
routeStatus::inactive,Inactive
routeStatus::notStarted,"Not Started"
routeStatus::planning,Planning
routeStatus::planningCap,PLANNING
routeStatus::returningToTerminal,"Returning To Terminal"
routeStatus::stopsComplete,"Stops Complete"
routeStatus::unavailableCap,UNAVAILABLE
save,Save
scoreCautionAlerts,scoreCautionAlerts
scoreCaution_speech,"Caution Your Maven Score Has Dropped Below 30"
scoreNotification,scoreNotification
scoreNotificationTime,scoreNotificationTime
scoreNotification_speech,"Your Current Maven Score is %1$s"
searchPage::noResults,"No results found"
searchPage::placeHolder,"Search by PRO or REF #"
searchPage::unexpectedError,"An unexpected error has occurred"
select,"Select Your Company"
settings,Settings
shipmentDocument::header,"Shipment Documents"
shipmentDocument::uploadedBy,"Uploaded by %1$s on {{date, MMMM D, YYYY h:mm a}}"
shipmentHeader::driver,Driver
shipmentHeader::proNumber,"PRO Number"
shipmentHeader::refNumber,"Reference Number"
shipmentHeader::route,Route
shipmentHeader::status,Status
shipmentHeader::trailer,Trailer
shipmentInformation::destSCAC,"Destination SCAC"
shipmentInformation::destSIC,"Destination SIC"
shipmentInformation::destZipCode,"Destination Zip Code"
shipmentInformation::driverNotes,"Driver Notes"
shipmentInformation::gatewayScac,"Gateway Scac"
shipmentInformation::handlingUnits,"Handling Units"
shipmentInformation::palletSpaces,"Pallet Spaces"
shipmentInformation::pallets,Pallets
shipmentInformation::pieces,Pieces
shipmentInformation::proNumber,"PRO Number"
shipmentInformation::quoteNumber,"Quote Number"
shipmentInformation::refNumber,"Reference Number"
shipmentInformation::scacTo,"SCAC To"
shipmentInformation::shipmentAttributes,"Shipment Attributes"
shipmentInformation::signerName,"Signer Name"
shipmentInformation::title,"Shipment Information"
shipmentInformation::weight,Weight
shipperDetails::address,"Shipper Address"
shipperDetails::contact,"Shipper Contact"
shipperDetails::email,"Shipper Contact Email"
shipperDetails::name,"Shipper Name"
shipperDetails::name2,"$t(name) 2"
shipperDetails::phone,"Shipper Contact Phone"
shipperDetails::readyClose,Ready/Close
shipperDetails::shipper,Shipper
shipperDetails::shipperBOL,"Shipper/BOL Number"
shipperDetails::title,"Shipper Details"
sign_in_using,"Sign In Using"
sign_up_code,"Enter your driver sign up code"
signin_trouble,"I'm having trouble signing in"
signup_trouble,"I'm having trouble signing up"
sorters::closeTime,"Close Time"
sorters::driverFirstName,"Driver First Name (A - Z)"
sorters::driverLastName,"Driver Last Name (A - Z)"
sorters::lastUpdated,"Last Updated"
sorters::manifestNumber,"Manifest Number"
sorters::openTime,"Open Time"
sorters::pallets,Pallets
sorters::resetFilters,"Reset Filters"
sorters::resetSorts,"Reset Sorts"
sorters::returnToDefault,"Return to Default"
sorters::routesSectionTitle,"Sort Routes"
sorters::shipmentsSectionTitle,"Sort Shipments"
sorters::sortBy,"Sort By"
sorters::stopName,"Stop Name (A - Z)"
sorters::stopsSectionTitle,"Sort Stops"
sorters::trailersSectionTitle,"Sort Trailers"
sorters::weight,Weight
sorters::zipCode,"Zip Code"
start_trip,"Start Trip"
stop,stop
stopBox::arrivedAt,"Arrived at %1$s"
stopBox::completedAt,"Departed at %1$s"
stopBox::lastUpdated,"Last Updated %1$s"
stopDetails::deliveryDetailsTitle,"Delivery Stop Details"
stopDetails::deliveryInfo,"Delivery Information"
stopDetails::dmanSequence,"DMan Stop Sequence"
stopDetails::mavenSequence,"Maven Stop Sequence"
stopDetails::pickupDetailsTitle,"Pickup Stop Details"
stopDetails::pickupInfo,"Pickup Information"
stopDetails::recentDeliveryStatus,"Most Recent Delivery Status"
stopDetails::stopDetails,"Stop Details"
stopDetails::stopSequence,"Stop Sequence"
stopStatus::canceled,Canceled
stopStatus::completed,Completed
stopStatus::completedWithIssues,"Completed With Issues"
stopStatus::incomplete,Incomplete
stopStatus::interrupted,Interrupted
stopStatus::interruptedLunch,"Interrupted Lunch"
stopStatus::noFreight,"No Freight"
stopStatus::noFreightCheckStop,"No Freight Checkstop"
stopStatus::noPickup,"No Pickup Needed"
stopStatus::notAttempted,"Not Attempted"
stopStatus::planning::canceled,"Planning Stop - Canceled"
stopStatus::planning::complete,"Planning Stop - Complete"
stopStatus::planning::failed,"Planning Stop - Failed"
stopStatus::planning::pending,"Planning Stop - Pending"
stopStatus::planning::staged,"Planning Stop - Staged"
stopStatus::planning::unassigned,"Planning Stop - Unassigned"
stopStatus::skipped,Skipped
stopStatus::skippedLunch,"Skipped Lunch"
stopStatus::stop::canceled,"Canceled Stop"
stopStatus::stop::complete,"Complete Stop"
stopStatus::stop::failed,"Failed Stop"
stopStatus::stop::pending,"Pending Stop"
stopStatus::stop::staged,"Staged Stop"
stopStatus::stop::unassigned,"Unassigned Stop"
stopWithCount,"{{count}} stop"
stopWithCount_plural,"{{count}} stops"
stop_details,"Stop Details"
stop_history,"Stop History"
stop_information,"Stop Information"
stop_plural,stops
stops::allStops,"All Stops"
stops::checkstops,Checkstops
stops::failedStops,"Failed Stops"
stops::pendingStops,"Pending Stops"
stops::unassignedStops,"Unassigned Stops"
stopsPanel::filterSortText,"Filter & Sort"
stopsPanel::multiSelect,"Multi Select"
stopsPanel::noStopsFound,"No stops found"
stopsPanel::searchPlaceHolder,"Name, address, PRO or REF"
stopsPanel::selectMultipleStops,"You can select multiple stops"
stopsPanel::stringOf,"%1$s of %1$s"
stopsTable::arrivalTime,"Arrival time"
stopsTable::arrivedAt,"Arrived at {{time, h:mm a}}"
stopsTable::departedAt,"Departed at {{time, h:mm a}}"
stopsTable::emptyMessage,"This %1$s is unassigned. More information will be available once the %1$s is assigned"
stopsTable::lastUpdated,"Last Updated {{time, h:mm a}}"
stopsTable::stopAddress,"Stop address"
stopsTable::stopName,"Stop name"
stopsTable::stopSummary,"Stop summary"
stopsTable::stopWindow,"Stop window"
stops_definition,stops
string_format_pattern_two_with_line_between,"%1$s - %2$s"
string_format_pattern_two_with_space,"%1$s %2$s"
string_format_pattern_two_without_space,%1$s%2$s
submit,Submit
submit,SUBMIT
success,Success
table::empty,"No records found"
takeBreak,"Take Break"
tenBreakTimeToBreakPlaceholder,"3h 59m"
tenMinuteBreak,"10 MIN BREAK"
tenMinuteTimer,10:00
text_HRID,"HR ID"
thirdPartyDetails::address,"3rd Party Address"
thirdPartyDetails::contactEmail,"3rd Party Contact Email"
thirdPartyDetails::contactName,"3rd Party Contact Name"
thirdPartyDetails::contactPhone,"3rd Party Contact Phone"
thirdPartyDetails::name,"3rd Party Name"
thirdPartyDetails::name2,$t(name)2
thirdPartyDetails::noValues,"No 3rd Party details available for this shipment"
thirdPartyDetails::thirdParty,"3rd Party"
thirdPartyDetails::title,"3rd Party Details"
thirtyBreakTimeToBreakPlaceholder,"4h 59m"
this_trip_is_currently_active,"This trip is currently active."
timeHeader,"Drive time"
timelineDatePlaceholder,"08:08 AM\n09/21/2016"
timelineEventDefaultText,"10 Min Break\n"
timelineEventName_offDuty,"Off Duty"
timelineEventName_onDuty,"On Duty"
timelineEventName_tenMinuteBreak,"10 Min Break"
timelineEventName_thirtyMinuteBreak,"Meal Break"
timelineLastShiftText,"Your Last Shift"
title_activity_maven_preferences,Preferences
toastMessages::actionCannotBeCompletedOffline,"Action cannot be completed while offline."
toastMessages::actionCouldNotBeCompleted,"The action could not be completed. Try again later."
toastMessages::assignWhileReordering,"Cannot assign while reordering stops"
toastMessages::cannotAddSameDayWhileReordering,"Cannot add same day delivery to planning stop while reordering stops"
toastMessages::cannotAssignCompleted,"Cannot assign canceled or completed stops."
toastMessages::cannotAssignNonPlanning,"Cannot assign non-planning stop to a planning route"
toastMessages::cannotAssignPlanning,"Cannot assign planning stop to a non-planning route."
toastMessages::cannotBeAssignedToCompleted,"Stops cannot be assigned to completed routes. Please try a different route."
toastMessages::cannotBeAssignedToReturn,"Stops cannot be assigned. Driver has already returned to terminal"
toastMessages::cannotCompletePlanning,"Cannot complete planning stop while reordering stops"
toastMessages::cannotDragAndDropMultiple,"Cannot drag and drop stops from multiple areas"
toastMessages::cannotMoveCompletedStops,"Cannot move completed stops."
toastMessages::cannotMoveLunch,"Cannot move lunch stops"
toastMessages::cannotMoveSameDay,"Cannot move a same-day delivery that was already picked up."
toastMessages::cannotMoveStopsWhileReordering,"Cannot move planning stops while reordering stops"
toastMessages::cannotPlaceBetweenSameDay,"Cannot place stops between same day stops."
toastMessages::cannotReassignBetweenPlanning,"Cannot reassign stops between planning and non-planning routes"
toastMessages::cannotReassignCompleted,"Cannot reassign completed stops"
toastMessages::cannotRemoveRouteName,"Cannot remove route name"
toastMessages::cannotReorderCompleted,"Cannot reorder stops above completed/cancelled stops"
toastMessages::cannotReorderSameDay,"Cannot reorder a same day delivery in front of its associated pickup"
toastMessages::cannotSplitPlanning,"Cannot split planning stops while reordering stops"
toastMessages::cannotUnassignCompleted,"Cannot unassign completed stops"
toastMessages::closeConfirmation,closed
toastMessages::deliveryRemovedSuccess,"$t(common:delivery, {""count"": %1$s }) successfully removed"
toastMessages::deliverySuccessfullyCreated,"delivery successfully created"
toastMessages::deliverySuccessfullyCreated_other,"deliveries successfully created"
toastMessages::deliverySuccessfullyCreated_plural,"deliveries successfully created"
toastMessages::dispatchConfirmation,"submitted to dispatch"
toastMessages::maximumRoutesToCompare,"Can only pick a maximum of %1$s routes"
toastMessages::mergeShipmentLimit,"Unable to merge stops. Stops cannot have more than {{ MERGE_LIMIT }} shipments at a time."
toastMessages::mergeWhileReordering,"Cannot merge while reordering stops"
toastMessages::noMatches,"No matches with the current filters"
toastMessages::optimizationCouldNotBeDisabled,"Optimization could not be disabled for routes. Try again later."
toastMessages::optimizedCouldNotBeDisabled,"Optimization could not be disabled for the route. Try again later."
toastMessages::resultIsHidden,"Selected result is currently hidden"
toastMessages::routeCouldNotBeDeleted,"Route could not be deleted. Please try again."
toastMessages::routeIdDebug,"Route Instance ID: %1$s"
toastMessages::routeNotFound,"Route instance not found."
toastMessages::routeWasDeleted,"Route was successfully deleted."
toastMessages::routeWithStopsCannotBeDeleted,"A route with stops cannot be deleted. Please remove all stops and try again."
toastMessages::routesInstanceNotOptimized,"The route instance could not be optimized. Try again later."
toastMessages::routesNotOptimized,"Routes could not be optimized. Try again later."
toastMessages::somethingWentWrong,"Oops, something went wrong. Please try again."
toastMessages::stopIdDebug,"Stop ID: %1$s"
toastMessages::successfullyMovedStop,"Stop successfully moved to %1$s"
toastMessages::syncedRoutesConfirmation,"%1$s $t(common:route, {""count"": %1$s }) successfully %1$s"
toastMessages::tmsConfirmation,"synced to TMS"
toastMessages::tmsInboundConfirmation,"submitted to dock"
toastMessages::unassignWhileReordering,"Cannot unassign while reordering stops"
toastMessages::visibleResults,"Only %1$s/%1$s results are currently visible"
todayScore,"Today's Score"
trip_details,"Trip Details"
trip_details_attributes,"Attributes: %1$s"
trip_details_consignee,"Consignee: <b>%1$s</b><br>%2$s"
trip_details_distance,"Loaded: %1$s \nEmpty: %2$s \nTotal: %3$s"
trip_details_external_trip_id,"External Trip ID: %1$s"
trip_details_shipper,"Shipper: <b>%1$s</b><br>%2$s"
trip_history_day_range,"""30 Day Range:  %1$s - TODAY %2$s"""
trip_information,"Trip Information"
trip_workflow,"Trip Workflow"
trip_workflow_infoButton,"Trip Info"
trips_dashboard,"Trips Dashboard"
updateAppFragmentProgressDialogText,Loading…
updateAppTitle,"This is the update fragment"
updateButtonText,"UPDATE NOW"
updateMessageText,"We've added lots of new features to make your workday better.  Update now to the latest version from the Google Play Store."
updateTitleText,"It's Time to Update"
update_cloud_image,"Update Cloud Image"
update_now,"UPDATE NOW"
us_states[0],State
us_states[10],"Florida - FL"
us_states[11],"Georgia - GA"
us_states[12],"Hawaii - HI"
us_states[13],"Idaho - ID"
us_states[14],"Illinois - IL"
us_states[15],"Indiana - IN"
us_states[16],"Iowa - IA"
us_states[17],"Kansas - KS"
us_states[18],"Kentucky - KY"
us_states[19],"Louisiana - LA"
us_states[1],"Alabama - AL"
us_states[20],"Maine - ME"
us_states[21],"Maryland - MD"
us_states[22],"Massachusetts - MA"
us_states[23],"Michigan - MI"
us_states[24],"Minnesota - MN"
us_states[25],"Mississippi - MS"
us_states[26],"Missouri - MO"
us_states[27],"Montana - MT"
us_states[28],"Nebraska - NE"
us_states[29],"Nevada - NV"
us_states[2],"Alaska - AK"
us_states[30],"New Hampshire - NH"
us_states[31],"New Jersey - NJ"
us_states[32],"New Mexico - NM"
us_states[33],"New York - NY"
us_states[34],"North Carolina - NC"
us_states[35],"North Dakota - ND"
us_states[36],"Ohio - OH"
us_states[37],"Oklahoma - OK"
us_states[38],"Oregon - OR"
us_states[39],"Pennsylvania - PA"
us_states[3],"Arizona - AZ"
us_states[40],"Rhode Island - RI"
us_states[41],"South Carolina - SC"
us_states[42],"South Dakota - SD"
us_states[43],"Tennessee - TN"
us_states[44],"Texas - TX"
us_states[45],"Utah - UT"
us_states[46],"Vermont - VT"
us_states[47],"Virginia - VA"
us_states[48],"Washington - WA"
us_states[49],"West Virginia - WV"
us_states[4],"Arkansas - AR"
us_states[50],"Wisconsin - WI"
us_states[51],"Wyoming - WY"
us_states[5],"California - CA"
us_states[6],"Colorado - CO"
us_states[7],"Connecticut - CT"
us_states[8],"Delaware - DE"
us_states[9],"District of Columbia - DC"
useHRCodeLogin,"Company Code"
utilBar::dispatchView,"Dispatch View"
utilBar::filter::refinedBy,"Refined By"
utilBar::filterRoutesDisplay,"%1$s/%1$s Routes"
utilBar::filterStopsAndRoutesDisplay,"Filtering $t(filterStopsDisplay) and $t(filterRoutesDisplay)"
utilBar::filterStopsDisplay,"%1$s/%1$s Stops"
utilBar::filterText,Filter
utilBar::filtering,Filtering
utilBar::gridView,"Grid View"
utilBar::loading,Loading...
utilBar::mapView,"Map View"
utilBar::search::assignedStatus,Assigned
utilBar::search::manifestPreview,Manifest
utilBar::search::routePreview,Route
utilBar::search::searchBarPlaceholder,"Name, Address, PRO, REF, or Route Name"
utilBar::search::shipmentPreview,Shipment
utilBar::search::stagedStatus,Staged
utilBar::search::stopPreview,Stop
utilBar::search::unassignedStatus,Unassigned
utilBar::sortText,Sort
utilBar::terminalSelector::placeholder,"Search for Terminals"
view_active_trips,"View Active Trips"
warning_active_battery_speech,"Warning: Active talk time remaining %s"
warning_idle_battery_speech,"Warning: Idle battery life %s"
warning_low_power_speech,"Caution: Copilot power low, shutting down soon."
webViewGoBackward,<
webViewGoForward,>
workflow_stop_information_comments_pattern,"Comments: %1$s"
workflow_stop_information_offline_mode_text,"Forms submitted while in offline mode and have not synced to the server. Please connect to cellular."
workflow_stop_information_reference_number_pattern,"Reference Number: %1$s"
workflow_stop_information_skip_stop,"Skip Stop"
workflow_stop_position,%1$d.
workflow_trip_stops_offline_mode_text,"Forms submitted while in offline mode and have not synced to the server. Please connect to cellular."
yes,Yes
