ACC_Weekend,"Fin de Semana"
shipmentInformation::gatewayScac,"Puerta de enlace Scac"
shipmentInformation::handlingUnits,"Unidades de Manipulación"
shipmentInformation::palletSpaces,"Espacios de Paletas"
shipmentInformation::pallets,"Paletas"
shipmentInformation::pieces,"Piezas"
shipmentInformation::proNumber,"Número PRO"
shipmentInformation::quoteNumber,"Número de Cotización"
shipmentInformation::refNumber,"Número de Referencia"
shipmentInformation::scacTo,"SCAC A"
shipmentInformation::shipmentAttributes,"Atributos de envío"
shipmentInformation::signerName,"Nombre del firmante"
shipmentInformation::title,"Información de envío"
shipmentInformation::weight,"Peso"
shipperDetails::address,"Dirección del remitente"
shipperDetails::contact,"Contacto del Remitente"
shipperDetails::email,"Correo electrónico de contacto del remitente"
shipperDetails::name,"Nombre del Remitente"
shipperDetails::name2,"$t(nombre) 2"
shipperDetails::phone,"Teléfono de contacto del remitente"
shipperDetails::readyClose,"Listo/Cierre"
shipperDetails::shipper,"Remitente"
shipperDetails::shipperBOL,"Remitente/Número de BOL"
shipperDetails::title,"Detalles del Remitente"
sign_in_using,"Iniciar sesión Usando"
sign_up_code,"Ingrese su código de registro de conductor"
signin_trouble,"Tengo problemas para iniciar sesión"
signup_trouble,"Tengo problemas para registrarme"
sorters::closeTime,"Cerrar Tiempo"
sorters::driverFirstName,"Nombre de pila del conductor (A - Z)"
sorters::driverLastName,"Apellido del Conductor (A - Z)"
sorters::lastUpdated,"Última actualización"
sorters::manifestNumber,"Número de Manifiesto"
sorters::openTime,"Tiempo Abierto"
sorters::pallets,"Paletas"
sorters::resetFilters,"Reiniciar Filtros"
sorters::resetSorts,"Restablecer Clasificaciones"
sorters::returnToDefault,"Volver a predeterminado"
sorters::routesSectionTitle,"Ordenar Rutas"
sorters::shipmentsSectionTitle,"Ordenar Envíos"
sorters::sortBy,"Ordenar por"
sorters::stopName,"Nombre de la Parada (A - Z)"
sorters::stopsSectionTitle,"Ordenar Paradas"
sorters::trailersSectionTitle,"Ordenar Remolques"
sorters::weight,"Peso"
sorters::zipCode,"Código Postal"
start_trip,"Iniciar Viaje"
stop,"parar"
stopBox::arrivedAt,"Llego a las %1$s"
stopBox::completedAt,"Salió a las %1$s"
stopBox::lastUpdated,"Última actualización %1$s"
stopDetails::deliveryDetailsTitle,"Detalles de Parada de Entrega"
stopDetails::deliveryInfo,"Información de entrega"
stopDetails::dmanSequence,"Secuencia de parada DMan"
stopDetails::mavenSequence,"Secuencia de parada Maven"
stopDetails::pickupDetailsTitle,"Detalles de la parada de recolección"
stopDetails::pickupInfo,"Información de recolección"
stopDetails::recentDeliveryStatus,"Estado de Entrega más Reciente"
stopDetails::stopDetails,"Detalles de la Parada"
stopDetails::stopSequence,"Secuencia de Parada"
stopStatus::canceled,"Cancelado"
stopStatus::completed,"Completo"
stopStatus::completedWithIssues,"Completo con asuntos"
stopStatus::incomplete,"Incompleto"
stopStatus::interrupted,"Interrumpido"
stopStatus::interruptedLunch,"Almuerzo interrumpido"
stopStatus::noFreight,"Sin Flete"
stopStatus::noFreightCheckStop,"Sin Control de Carga"
stopStatus::noPickup,"No es Necesario Recoger"
stopStatus::notAttempted,"No Intentado"
stopStatus::planning::canceled,"Parada de Planificación: Cancelada"
stopStatus::planning::complete,"Parada de Planificación: Completada"
stopStatus::planning::failed,"Parada de Planificación: Fallida"
stopStatus::planning::pending,"Parada de Planificación - Pendiente"
stopStatus::planning::staged,"Parada de Planificación: Por Etapas"
stopStatus::planning::unassigned,"Parada de Planificación: Sin Asignar"
stopStatus::skipped,"Omitido"
stopStatus::skippedLunch,"Almuerzo Omitido"
stopStatus::stop::canceled,"Parada cancelada"
stopStatus::stop::complete,"Ingresar parada"
stopStatus::stop::failed,"Parada Fallida"
stopStatus::stop::pending,"Parada Pendiente"
stopStatus::stop::staged,"Parada por Etapas"
stopStatus::stop::unassigned,"Parada no Asignada"
stopWithCount,"{count} Parada"
stopWithCount_plural,"{count} paradas"
stop_details,"Detalles de la Parada"
stop_history,"Historial de Paradas"
stop_information,"Información de parada"
stop_plural,"paradas"
stops::allStops,"Todas las paradas"
stops::checkstops,"Paradas de control"
stops::failedStops,"Paradas Fallidas"
stops::pendingStops,"Paradas Pendientes"
stops::unassignedStops,"Paradas no Asignadas"
stopsPanel::filterSortText,"Filtrar &amp; Ordenar"
stopsPanel::multiSelect,"Selección Múltiple"
stopsPanel::noStopsFound,"No se encontraron paradas"
stopsPanel::searchPlaceHolder,"Nombre, dirección, PRO or REF"
stopsPanel::selectMultipleStops,"Puede seleccionar varias paradas"
stopsPanel::stringOf,"%1$s de %1$s"
stopsTable::arrivalTime,"Hora de llegada"
stopsTable::arrivedAt,"Llego a las \{\{time, h:mm a\}\}"
stopsTable::departedAt,"Salió a las {{time, h:mm a}}"
stopsTable::emptyMessage,"Este %1$s no está asignado. Habrá más información disponible una vez que %"
stopsTable::lastUpdated,"Última actualización {{time, h:mm a}}"
stopsTable::stopAddress,"Dirección de parada"
stopsTable::stopName,"Nombre de la parada"
stopsTable::stopSummary,"Resumen de Parada"
stopsTable::stopWindow,"Ventana de Parada"
stops_definition,"paradas"
string_format_pattern_two_without_space,"%1$s%2$s"
submit,"Enviar"
success,"Éxito"
table::empty,"No se encontraron registros"
takeBreak,"Tomar Descanso"
tenBreakTimeToBreakPlaceholder,"3h 59m"
tenMinuteBreak,"10 MIN DESCANSO"
text_HRID,"Identificación de Recursos Humanos"
thirdPartyDetails::address,"Dirección del 3ero"
thirdPartyDetails::contactEmail,"Correo electrónico del 3ero"
thirdPartyDetails::contactName,"Nombre del 3ero"
thirdPartyDetails::contactPhone,"Número de teléfono del 3ero "
thirdPartyDetails::name,"Nombre del 3ero"
thirdPartyDetails::name2,"$t(nombre)2"
thirdPartyDetails::noValues,"No 3rd Detalles del grupo disponibles para este envío"
thirdPartyDetails::thirdParty,"Un 3ero"
thirdPartyDetails::title,"Detalles del 3ero"
thirtyBreakTimeToBreakPlaceholder,"4h 59m"
this_trip_is_currently_active,"Este viaje está actualmente activo."
timeHeader,"Tiempo de conducción"
timelineEventDefaultText,"10 Min Descanso <br>"
timelineEventName_offDuty,"Fuera de Servicio"
timelineEventName_onDuty,"En Servicio"
timelineEventName_tenMinuteBreak,"10 Min Descanso"
timelineEventName_thirtyMinuteBreak,"Descanso para comer"
timelineLastShiftText,"Tu último turno"
title_activity_maven_preferences,"Preferencias"
toastMessages::actionCannotBeCompletedOffline,"No se puede completar la acción sin acceso a internet."
toastMessages::actionCouldNotBeCompleted,"No se pudo completar la acción. Vuelva a intentarlo más tarde."
toastMessages::assignWhileReordering,"No se puede asignar al reordenar las paradas"
toastMessages::cannotAddSameDayWhileReordering,"No se puede agregar la entrega el mismo día al reordenar las paradas\c"
toastMessages::cannotAssignCompleted,"No se pueden asignar paradas canceladas o completas."
toastMessages::cannotAssignNonPlanning,"No se puede agregar una parada no planeada a una ruta planeada"
toastMessages::cannotAssignPlanning,"No se puede agregar una parada planeada a una ruta no planeada."
toastMessages::cannotBeAssignedToCompleted,"No se pueden asignar paradas a rutas completadas. Por favor intente con una ruta diferente."
toastMessages::cannotBeAssignedToReturn,"No se pueden asignar paradas. El conductor ya ha regresado a la terminal"
toastMessages::cannotCompletePlanning,"No se puede completar una parada planeada al reordenar las paradas"
toastMessages::cannotDragAndDropMultiple,"No se pueden llevar paradas de varias áreas"
toastMessages::cannotMoveCompletedStops,"No se pueden mover las paradas ya completas."
toastMessages::cannotMoveLunch,"No se pueden mover las paradas para el almuerzo"
toastMessages::cannotMoveSameDay,"No se puede mover una entrega del mismo día que ya fue recogida."
toastMessages::cannotMoveStopsWhileReordering,"No se pueden mover las paradas para planear cuando se reordenan las paradas"
toastMessages::cannotPlaceBetweenSameDay,"No se pueden agregar paradas entre otras paradas el mismo día."
toastMessages::cannotReassignBetweenPlanning,"No se pueden reasignar paradas entre rutas planeadas y no planeadas"
toastMessages::cannotReassignCompleted,"No se pueden reasignar paradas completas"
toastMessages::cannotRemoveRouteName,"No se puede quitar el nombre de la ruta"
toastMessages::cannotReorderCompleted,"No se pueden reordenar las paradas que ya se completaron \\paradas canceladas"
toastMessages::cannotReorderSameDay,"No se puede reordenar una parada del mismo día frente a la ubicación de búsqueda \c"
toastMessages::cannotSplitPlanning,"No se pueden dividir las paradas planeadas al reordenar las paradas"
toastMessages::cannotUnassignCompleted,"No se puede no asignar las paradas completas"
toastMessages::closeConfirmation,"cerrado"
toastMessages::deliveryRemovedSuccess,"$t(common:delivery, {"count": %1$s }) eliminado con éxito"
toastMessages::deliverySuccessfullyCreated,"entrega creada con éxito"
toastMessages::deliverySuccessfullyCreated_other,"entregas creadas con éxito"
toastMessages::deliverySuccessfullyCreated_plural,"entregas creadas con éxito"
toastMessages::dispatchConfirmation,"enviado a la central"
toastMessages::maximumRoutesToCompare,"Puede escoger un máximo de %1$s rutas"
toastMessages::mergeShipmentLimit,"No se pueden combinar paradas. Las paradas no pueden tener más de {{ MERGE_LIMIT }}"
toastMessages::mergeWhileReordering,"No se puede unir al reordenar las paradas"
toastMessages::noMatches,"No hay coincidencias con los filtros actuales"
toastMessages::optimizationCouldNotBeDisabled,"No se pudo deshabilitar la optimización para las rutas. Vuelva a intentarlo más tarde."
toastMessages::optimizedCouldNotBeDisabled,"No se pudo deshabilitar la optimización para las rutas. Vuelva a intentarlo más tarde."
toastMessages::resultIsHidden,"El resultado seleccionado está actualmente oculto"
toastMessages::routeCouldNotBeDeleted,"No se pudo eliminar la ruta. Inténtalo de nuevo."
toastMessages::routeIdDebug,"Id. de Instancia de Ruta: %1$s"
toastMessages::routeNotFound,"Instancia de ruta no encontrada."
toastMessages::routeWasDeleted,"La ruta se eliminó con éxito."
toastMessages::routeWithStopsCannotBeDeleted,"No se puede borrar una ruta con paradas. Por favor elimine todas las paradas y vuelve a intentarlo."
toastMessages::routesInstanceNotOptimized,"No se pudo optimizar la instancia de ruta. Vuelva a intentarlo más tarde."
toastMessages::routesNotOptimized,"No se han podido optimizar las rutas. Vuelva a intentarlo más tarde."
toastMessages::somethingWentWrong,"Huy! Algo salió mal. Inténtalo de nuevo."
toastMessages::stopIdDebug,"Identificador de Parada: %1$s"
toastMessages::successfullyMovedStop,"Detener se ha movido correctamente a %1$s"
toastMessages::syncedRoutesConfirmation,"%1$s $t(común:ruta, \{\\cuenta\\: %1$s \}) con éxito %1$s"
toastMessages::tmsConfirmation,"Sincronizado a TMS"
toastMessages::tmsInboundConfirmation,"enviado al puerto"
toastMessages::unassignWhileReordering,"No se puede no asignar al reordenar paradas"
toastMessages::visibleResults,"Solamente %1$s/%1$s los resultados son visibles actualmente"
todayScore,"Puntaje de hoy"
trip_details,"Detalles del Viaje"
trip_details_attributes,"Atributos: %1$s"
trip_details_consignee,"Consignatario: <b>%1$s</b><br>%2$s>"
trip_details_distance,"Cargado: %1$s <br>Vacío: %2$s <br>Total: %3$s"
trip_details_external_trip_id,"ID de Viaje Externo: %1$s"
trip_details_shipper,"Expedidor: <b>%1$s</b><br>%2$s>"
trip_history_day_range,"\\Rango de 30 Day Días:  %1$s - HOY %2$s\"
trip_information,"Información del Viaje"
trip_workflow,"Flujo de trabajo de Viaje"
trip_workflow_infoButton,"Información del viaje"
trips_dashboard,"Tablero de Viajes"
undefined,"Código Postal (asc)"
updateAppFragmentProgressDialogText,"Cargando …"
updateAppTitle,"Este es el fragmento de actualización."
updateButtonText,"ACTUALIZAR AHORA"
updateMessageText,"Hemos agregado muchas funciones nuevas para mejorar su jornada laboral. Actualice ahora a la última versión desde Google Play Store."
updateTitleText,"Es Hora de Actualizar"
update_cloud_image,"Actualizar Imagen de Nube"
update_now,"ACTUALIZAR AHORA"
useHRCodeLogin,"Código de la compañía "
utilBar::dispatchView,"Vista de envío"
utilBar::filter::refinedBy,"Refinado por"
utilBar::filterRoutesDisplay,"%1$s/%1$s Rutas"
utilBar::filterStopsAndRoutesDisplay,"Filtrando $t(monitordeparadasfiltradas) y $t(monitordeparadasfiltradas)"
utilBar::filterStopsDisplay,"%1$s/%1$s Paradas"
utilBar::filterText,"Filtrar"
utilBar::filtering,"Filtrando"
utilBar::gridView,"Vista en Cuadrícula"
utilBar::loading,"Cargando..."
utilBar::mapView,"Vista del Mapa"
utilBar::search::assignedStatus,"Asignado"
utilBar::search::manifestPreview,"Manifiesto"
utilBar::search::routePreview,"Ruta"
utilBar::search::searchBarPlaceholder,"Nombre, dirección, PRO, REF, o Nombre de la Ruta"
utilBar::search::shipmentPreview,"Envío"
utilBar::search::stagedStatus,"Etapa"
utilBar::search::stopPreview,"Parar"
utilBar::search::unassignedStatus,"Sin Asignar"
utilBar::sortText,"Ordenar"
utilBar::terminalSelector::placeholder,"Buscar Terminales"
view_active_trips,"Ver viajes activos"
warning_active_battery_speech,"Advertencia: tiempo restante de conversación activa %s"
warning_idle_battery_speech,"Advertencia: duración de la batería inactiva %s"
warning_low_power_speech,"Cuidado: La batería del Copiloto es baja, se apagará pronto."
workflow_stop_information_comments_pattern,"comentarios: %1$s"
workflow_stop_information_offline_mode_text,"Formularios enviados en modo sin conexión y no sincronizados con el servicio"
workflow_stop_information_reference_number_pattern,"Número de Referencia: %1$s"
workflow_stop_information_skip_stop,"Saltar Parada"
workflow_trip_stops_offline_mode_text,"Formularios enviados en modo sin conexión y no sincronizados con el servicio"
yes,"Si"
